"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2015","Estonia","Current prices, euro per capita","Gross domestic product at market prices","15,700",""
"2015","Estonia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.1",""
"2015","Ireland","Current prices, euro per capita","Gross domestic product at market prices","55,900",""
"2015","Ireland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","24.0",""
"2015","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,400","p"
"2015","Greece","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.2","p"
"2015","Spain","Current prices, euro per capita","Gross domestic product at market prices","23,300",""
"2015","Spain","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.7",""
"2015","France","Current prices, euro per capita","Gross domestic product at market prices","33,000",""
"2015","France","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.7",""
"2015","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,600",""
"2015","Croatia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.3",""
"2015","Italy","Current prices, euro per capita","Gross domestic product at market prices","27,200",""
"2015","Italy","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2015","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","20,900",""
"2015","Cyprus","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.5",""
"2015","Latvia","Current prices, euro per capita","Gross domestic product at market prices","12,300",""
"2015","Latvia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.9",""
"2015","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","12,900",""
"2015","Lithuania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.0",""
"2015","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","90,600",""
"2015","Luxembourg","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.9",""
"2015","Hungary","Current prices, euro per capita","Gross domestic product at market prices","11,300",""
"2015","Hungary","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.8",""
"2015","Malta","Current prices, euro per capita","Gross domestic product at market prices","21,700",""
"2015","Malta","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","8.0",""
"2015","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","40,800",""
"2015","Netherlands","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.5",""
"2015","Austria","Current prices, euro per capita","Gross domestic product at market prices","39,900",""
"2015","Austria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.1",""
"2015","Poland","Current prices, euro per capita","Gross domestic product at market prices","11,200",""
"2015","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.9",""
"2015","Portugal","Current prices, euro per capita","Gross domestic product at market prices","17,400",""
"2015","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2015","Romania","Current prices, euro per capita","Gross domestic product at market prices","8,100",""
"2015","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.4",""
"2015","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,800",""
"2015","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2015","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,600",""
"2015","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.1",""
"2015","Finland","Current prices, euro per capita","Gross domestic product at market prices","38,200",""
"2015","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2015","Sweden","Current prices, euro per capita","Gross domestic product at market prices","45,800",""
"2015","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.4",""
"2015","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","40,100",""
"2015","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.5",""
"2015","Iceland","Current prices, euro per capita","Gross domestic product at market prices","47,300",""
"2015","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.4",""
"2015","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","149,000","p"
"2015","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2015","Norway","Current prices, euro per capita","Gross domestic product at market prices","67,100",""
"2015","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.9",""
"2015","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","74,000",""
"2015","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.2",""
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","4,400","e"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.7","e"
"2015","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,600",""
"2015","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.5",""
"2015","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,000",""
"2015","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.3",""
"2016","European Union (current composition)","Current prices, euro per capita","Gross domestic product at market prices","29,300",""
"2016","European Union (current composition)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.7",""
"2016","European Union (without United Kingdom)","Current prices, euro per capita","Gross domestic product at market prices","28,200",""
"2016","European Union (without United Kingdom)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8",""
"2016","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","33,800",""
"2016","European Union (15 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.5",""
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","31,800",""
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2016","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,800",""
"2016","Euro area (19 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2016","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","32,600",""
"2016","Euro area (12 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2016","Belgium","Current prices, euro per capita","Gross domestic product at market prices","37,600",""
"2016","Belgium","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2016","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,800",""
"2016","Bulgaria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.7",""
"2016","Czechia","Current prices, euro per capita","Gross domestic product at market prices","16,700",""
"2016","Czechia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2016","Denmark","Current prices, euro per capita","Gross domestic product at market prices","49,200",""
"2016","Denmark","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","38,400",""
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2016","Estonia","Current prices, euro per capita","Gross domestic product at market prices","16,500",""
"2016","Estonia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.3",""
"2016","Ireland","Current prices, euro per capita","Gross domestic product at market prices","57,500",""
"2016","Ireland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.8",""
"2016","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,400","p"
"2016","Greece","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.2","p"
"2016","Spain","Current prices, euro per capita","Gross domestic product at market prices","24,100","p"
"2016","Spain","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.1","p"
"2016","France","Current prices, euro per capita","Gross domestic product at market prices","33,300","p"
"2016","France","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8","p"
"2016","Croatia","Current prices, euro per capita","Gross domestic product at market prices","11,200",""
"2016","Croatia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.3",""
"2016","Italy","Current prices, euro per capita","Gross domestic product at market prices","27,900",""
"2016","Italy","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.3",""
"2016","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","21,700","p"
"2016","Cyprus","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.3","p"
"2016","Latvia","Current prices, euro per capita","Gross domestic product at market prices","12,800",""
"2016","Latvia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.0",""
"2016","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","13,500",""
"2016","Lithuania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.7",""
"2016","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","91,300",""
"2016","Luxembourg","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2016","Hungary","Current prices, euro per capita","Gross domestic product at market prices","11,600",""
"2016","Hungary","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.6",""
"2016","Malta","Current prices, euro per capita","Gross domestic product at market prices","22,700",""
"2016","Malta","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.3",""
"2016","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","41,600","p"
"2016","Netherlands","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6","p"
"2016","Austria","Current prices, euro per capita","Gross domestic product at market prices","40,800",""
"2016","Austria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2016","Poland","Current prices, euro per capita","Gross domestic product at market prices","11,100",""
"2016","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.1",""
"2016","Portugal","Current prices, euro per capita","Gross domestic product at market prices","18,100",""
"2016","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2016","Romania","Current prices, euro per capita","Gross domestic product at market prices","8,600",""
"2016","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.4",""
"2016","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","19,500",""
"2016","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.0",""
"2016","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","15,000",""
"2016","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.0",""
"2016","Finland","Current prices, euro per capita","Gross domestic product at market prices","39,300",""
"2016","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2016","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,700",""
"2016","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2016","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","36,600",""
"2016","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2016","Iceland","Current prices, euro per capita","Gross domestic product at market prices","55,900",""
"2016","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.9",""
"2016","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","147,100","e"
"2016","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2016","Norway","Current prices, euro per capita","Gross domestic product at market prices","64,100",""
"2016","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.3",""
"2016","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","72,400","p"
"2016","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.5","p"
"2016","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","4,700","e"
"2016","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.7","e"
"2016","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,700","p"
"2016","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.5","p"
"2016","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,200",""
"2016","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.9",""
"2017","European Union (current composition)","Current prices, euro per capita","Gross domestic product at market prices","30,000",""
"2017","European Union (current composition)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2017","European Union (without United Kingdom)","Current prices, euro per capita","Gross domestic product at market prices","29,200",""
"2017","European Union (without United Kingdom)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.4",""
"2017","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","34,500",""
"2017","European Union (15 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.9",""
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","32,900",""
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.1",""
"2017","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","32,900",""
"2017","Euro area (19 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.1",""
"2017","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","33,600",""
"2017","Euro area (12 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.1",""
"2017","Belgium","Current prices, euro per capita","Gross domestic product at market prices","38,700",""
"2017","Belgium","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2017","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","7,300",""
"2017","Bulgaria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.6",""
"2017","Czechia","Current prices, euro per capita","Gross domestic product at market prices","18,100",""
"2017","Czechia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.0",""
"2017","Denmark","Current prices, euro per capita","Gross domestic product at market prices","50,800",""
"2017","Denmark","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2017","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","39,600",""
"2017","Germany (until 1990 former territory of the FRG)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8",""
"2017","Estonia","Current prices, euro per capita","Gross domestic product at market prices","18,000",""
"2017","Estonia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.9",""
"2017","Ireland","Current prices, euro per capita","Gross domestic product at market prices","61,200",""
"2017","Ireland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","6.0",""
"2017","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,700","p"
"2017","Greece","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6","p"
"2017","Spain","Current prices, euro per capita","Gross domestic product at market prices","25,100","p"
"2017","Spain","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.8","p"
"2017","France","Current prices, euro per capita","Gross domestic product at market prices","34,200","p"
"2017","France","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8","p"
"2017","Croatia","Current prices, euro per capita","Gross domestic product at market prices","11,800",""
"2017","Croatia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.6",""
"2017","Italy","Current prices, euro per capita","Gross domestic product at market prices","28,500",""
"2017","Italy","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.7",""
"2017","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","22,800","p"
"2017","Cyprus","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.3","p"
"2017","Latvia","Current prices, euro per capita","Gross domestic product at market prices","13,900",""
"2017","Latvia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.6",""
"2017","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","14,900",""
"2017","Lithuania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.8",""
"2017","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","92,600",""
"2017","Luxembourg","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.6",""
"2017","Hungary","Current prices, euro per capita","Gross domestic product at market prices","12,700",""
"2017","Hungary","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.4",""
"2017","Malta","Current prices, euro per capita","Gross domestic product at market prices","24,100",""
"2017","Malta","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.7",""
"2017","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","43,000","p"
"2017","Netherlands","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.3","p"
"2017","Austria","Current prices, euro per capita","Gross domestic product at market prices","42,100",""
"2017","Austria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.9",""
"2017","Poland","Current prices, euro per capita","Gross domestic product at market prices","12,200",""
"2017","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.8",""
"2017","Portugal","Current prices, euro per capita","Gross domestic product at market prices","18,900","p"
"2017","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.0","p"
"2017","Romania","Current prices, euro per capita","Gross domestic product at market prices","9,600","p"
"2017","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","7.6","p"
"2017","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","20,800",""
"2017","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.8",""
"2017","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","15,600",""
"2017","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.0",""
"2017","Finland","Current prices, euro per capita","Gross domestic product at market prices","40,600",""
"2017","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.6",""
"2017","Sweden","Current prices, euro per capita","Gross domestic product at market prices","47,200",""
"2017","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.7",""
"2017","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","35,300",""
"2017","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.1",""
"2017","Iceland","Current prices, euro per capita","Gross domestic product at market prices","63,200",""
"2017","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2017","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2017","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2017","Norway","Current prices, euro per capita","Gross domestic product at market prices","67,100",""
"2017","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2017","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2017","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2017","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2017","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2017","Albania","Current prices, euro per capita","Gross domestic product at market prices","4,000","e"
"2017","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.9","e"
"2017","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,600",""
"2017","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.6",""
